Type,Comparison,Statistic
Numericvs.Factor,PerineuralInv-PCA3exp,0.0473290152026889
Numericvs.Factor,ProstExt-sst5TMD4exp,0.0462702188021631
Numericvs.Factor,U4ATAC-PerineuralInv,0.0449811746022292
Numericvs.Factor,U4ATAC-Hbpressure,0.044205248602296
Numericvs.Factor,RBM22-PerineuralInv,0.0425863578372813
Numericvs.Factor,RNU11-PerineuralInv,0.0423290680880122
Numericvs.Factor,PerineuralInv-Arexp,0.0412930163609929
Numericvs.Factor,RAVER1-Dyslipidemia,0.0408907939425785
Numericvs.Factor,SRRM4-Dyslipidemia,0.0404866671877628
Numericvs.Factor,RBM3-Hbpressure,0.0402958901490005
Numericvs.Factor,RNU12-PerineuralInv,0.0353968837667471
Numericvs.Factor,RBM22-Hbpressure,0.0352148572883876
Numericvs.Factor,ProstExt-PCA3exp,0.0341010364052588
Numericvs.Factor,PRPF40A-ProstExt,0.0331289263695847
Numericvs.Factor,PerineuralInv-sst5TMD4exp,0.0327562862486179
Numericvs.Factor,SRSF6-ProstExt,0.0324411074895172
Numericvs.Factor,RBM3-Diabetes,0.0310079307261668
Numericvs.Factor,SF3B1tv1-Diabetes,0.0292042288382063
Numericvs.Factor,RBM3-ProstExt,0.025795891628198
Numericvs.Factor,BMI-Diabetes,0.0246657595693007
Numericvs.Factor,Hbpressure-In1Ghrelinexp,0.0241362899946509
Numericvs.Factor,SFPQ-Hbpressure,0.0239866299325984
Numericvs.Factor,MAGOH-PerineuralInv,0.0224008203364101
Numericvs.Factor,PRPF8-Diabetes,0.0219001051340536
Numericvs.Factor,BMI-Hbpressure,0.0213511909424534
Numericvs.Factor,Diabetes-Arexp,0.0208057014237515
Numericvs.Factor,RNU11-Hbpressure,0.0205800682977844
Numericvs.Factor,SRRM1-ProstExt,0.0205282726066915
Numericvs.Factor,Hbpressure-PSA,0.0205002142637881
Numericvs.Factor,SRRM1-Diabetes,0.0203910820895739
Numericvs.Factor,RBM22-Diabetes,0.019921364440203
Numericvs.Factor,Dyslipidemia-PSA,0.0197710810994013
Numericvs.Factor,NOVA1-ProstExt,0.0188008207444196
Numericvs.Factor,SRRM1-Dyslipidemia,0.0177657820831063
Numericvs.Factor,RNU12-Hbpressure,0.0176829602020652
Numericvs.Factor,U2AF2-Diabetes,0.0171100013536007
Numericvs.Factor,KHDRSB1-ProstExt,0.0169150266756614
Numericvs.Factor,Diabetes-PSAexp,0.0168044884374285
Numericvs.Factor,U2AF2-ProstExt,0.0155322047154537
Numericvs.Factor,snRNP200-Diabetes,0.0154462687616973
Numericvs.Factor,SFPQ-PerineuralInv,0.0151812726691526
Numericvs.Factor,GleasonScore-ProstExt,0.0144044371703946
Numericvs.Factor,Diabetes-In1Ghrelinexp,0.0140774442401719
Numericvs.Factor,PerineuralInv-In1Ghrelinexp,0.0137979812926464
Numericvs.Factor,snRNP200-Hbpressure,0.0137835507704512
Numericvs.Factor,SRSF3-ProstExt,0.0127237899782017
Numericvs.Factor,SRRM4-Diabetes,0.0117341069543914
Numericvs.Factor,SRSF3-Dyslipidemia,0.0110566455621327
Numericvs.Factor,SF3B1tv1-PerineuralInv,0.0108577832282367
Numericvs.Factor,Diabetes-sst5TMD4exp,0.0108511253162808
Numericvs.Factor,U2AF2-PerineuralInv,0.0107675208874196
Numericvs.Factor,RNU12-Diabetes,0.0104744513216752
Numericvs.Factor,PRPF40A-Dyslipidemia,0.0104144877917929
Numericvs.Factor,PSA-PerineuralInv,0.00970753911857825
Numericvs.Factor,Hbpressure-Arexp,0.00829661969900696
Numericvs.Factor,Hbpressure-PSAexp,0.00813187151737716
Numericvs.Factor,U4ATAC-ProstExt,0.00745943253955586
Numericvs.Factor,Hbpressure-sst5TMD4exp,0.00744337671211585
Numericvs.Factor,KHDRSB1-Diabetes,0.00716707279322079
Numericvs.Factor,RBM22-Dyslipidemia,0.00699638808914215
Numericvs.Factor,SF3B1-Diabetes,0.00656687848277429
Numericvs.Factor,SRSF3-Hbpressure,0.0063221957541392
Numericvs.Factor,RAVER1-Diabetes,0.00631540198532456
Numericvs.Factor,KHDRSB1-PerineuralInv,0.00590297406451271
Numericvs.Factor,snRNP200-PerineuralInv,0.0058305082623612
Numericvs.Factor,ProstExt-Arexp,0.00573783269073604
Numericvs.Factor,SF3B1tv1-ProstExt,0.00566469380632199
Numericvs.Factor,PerineuralInv-PSAexp,0.00555408043436182
Numericvs.Factor,Dyslipidemia-sst5TMD4exp,0.00531960278665527
Numericvs.Factor,PRPF40A-Diabetes,0.00514886371163231
Numericvs.Factor,SFPQ-Dyslipidemia,0.00454864988594648
Numericvs.Factor,PRPF8-ProstExt,0.00451393968788159
Numericvs.Factor,RBM3-PerineuralInv,0.00386341993504307
Numericvs.Factor,RAVER1-ProstExt,0.00358251719528192
Numericvs.Factor,RAVER1-Hbpressure,0.00352715182033325
Numericvs.Factor,SF3B1-PerineuralInv,0.00351561771879307
Numericvs.Factor,SF3B1tv1-Hbpressure,0.0034652427723588
Numericvs.Factor,SFPQ-Diabetes,0.00340131218393106
Numericvs.Factor,SF3B1-Hbpressure,0.0030913226727972
Numericvs.Factor,BMI-ProstExt,0.00290939104512936
Numericvs.Factor,Diabetes-Age,0.00290137425820369
Numericvs.Factor,Dyslipidemia-In1Ghrelinexp,0.00271251570384947
Numericvs.Factor,MAGOH-Diabetes,0.00256871660571989
Numericvs.Factor,U4ATAC-Dyslipidemia,0.00253174644542278
Numericvs.Factor,Hbpressure-Age,0.00246905451672397
Numericvs.Factor,RNU12-Dyslipidemia,0.0024020987328202
Numericvs.Factor,SRRM1-Hbpressure,0.00238304005039207
Numericvs.Factor,SRRM4-PerineuralInv,0.00230736195838886
Numericvs.Factor,SRRM1-PerineuralInv,0.00194884888748755
Numericvs.Factor,MAGOH-ProstExt,0.00150088722890626
Numericvs.Factor,SRSF3-PerineuralInv,0.00147412786065389
Numericvs.Factor,Age-ProstExt,0.00139913091397747
Numericvs.Factor,SRSF6-PerineuralInv,0.00136027540218395
Numericvs.Factor,RAVER1-PerineuralInv,0.00111127841728685
Numericvs.Factor,NOVA1-Diabetes,0.00107389073858622
Numericvs.Factor,Dyslipidemia-PCA3exp,0.00100590476539635
Numericvs.Factor,Diabetes-PSA,0.000998585554617705
Numericvs.Factor,Dyslipidemia-Arexp,0.000989361267131343
Numericvs.Factor,SRSF6-Dyslipidemia,0.000716213093442883
Numericvs.Factor,SRSF6-Hbpressure,0.000715299961078774
Numericvs.Factor,U2AF2-Hbpressure,0.000696826875687788
Numericvs.Factor,BMI-PerineuralInv,0.000689929431646759
Numericvs.Factor,snRNP200-ProstExt,0.000594238253581911
Numericvs.Factor,RNU11-Diabetes,0.000583117650063075
Numericvs.Factor,PRPF8-PerineuralInv,0.000544876445869171
Numericvs.Factor,U2AF2-Dyslipidemia,0.000349828379496242
Numericvs.Factor,SF3B1-ProstExt,0.000285099689534556
Numericvs.Factor,Age-PerineuralInv,0.000130716211374632
Numericvs.Factor,SF3B1-Dyslipidemia,0.000129814474865731
Numericvs.Factor,SF3B1tv1-Dyslipidemia,0.000109867532115261
Numericvs.Factor,NOVA1-PerineuralInv,7.1296292340352e-05
Numericvs.Factor,PRPF8-Hbpressure,3.52739130208686e-05
Numericvs.Factor,ProstExt-PSAexp,3.3189356135729e-05
Numericvs.Factor,MAGOH-Hbpressure,2.84400851415143e-05
Numericvs.Factor,SRSF6-Diabetes,2.01973975726124e-05
Numericvs.Factor,Diabetes-PCA3exp,6.48023665026014e-06
Factorvs.Factor,ProstExt-PerineuralInv,0.546941769428245
Factorvs.Factor,Hbpressure-PerineuralInv,0.4375
Factorvs.Factor,Hbpressure-ProstExt,0.408248290463863
Factorvs.Factor,Diabetes-Dyslipidemia,0.292929292929293
Factorvs.Factor,Hbpressure-Dyslipidemia,0.267261241912424
Factorvs.Factor,Diabetes-ProstExt,0.158142034683708
Factorvs.Factor,Dyslipidemia-PerineuralInv,0.095149870953075
Factorvs.Factor,Dyslipidemia-ProstExt,0.0358057437019716
Factorvs.Factor,Diabetes-PerineuralInv,0.0259499648053841
Factorvs.Factor,Hbpressure-Diabetes,0
